no,no,benton,coated,coated,no,line,yes,tabloid,canadian,35,56,0.233,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,40,103.125,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,30,56,0.2,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,40,96.8,100,noband.
yes,yes,benton,uncoated,cover,no,line,no,tabloid,northus,52.5,62,0.433,14.5,95,0.75,20,0,1950,58.8,41.2,0,0,2,1,38,35,100,100,band.
yes,yes,benton,uncoated,uncoated,no,xylol,yes,tabloid,northus,40,54,?,14.6,85,?,20,21.7,1850,43.5,34.8,0,0,2.5,0.8,40,?,?,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,55,50,0.267,17,89,1,22,10.4,1650,52.1,37.5,0.75,0,2.5,1.1,34,40,93.55,90,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,57.5,57,0.367,15.3,84,1,30,19,2400,47.6,33.3,0,0,3,1,33,40,93.75,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,45,55,0.2,14,73,0.75,30,0,2100,61.1,38.9,0,0,2.5,0.8,33,40,96.8,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,40,50,0.233,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,40,103.125,100,noband.
no,yes,benton,coated,coated,no,line,yes,spiegel,canadian,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,40,103.125,100,band.
no,yes,benton,coated,coated,no,line,?,spiegel,canadian,32.5,54,0.267,15.5,78,1,25,0,1900,58.8,41.2,10,0,2.5,0.5,30,35,93.3,100,noband.
?,?,?,super,uncoated,?,?,?,tabloid,?,?,56,0.300,18.3,80,1,32,?,1900,?,?,?,?,?,?,?,40,110,100,band.
?,?,?,super,coated,?,?,yes,tabloid,?,?,53,?,17,73,0.75,35,?,2100,?,?,?,?,2.6,1.3,?,40,113.3,100,band.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,57.5,51,0.333,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,0,2.5,0.8,34,30,100,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,canadian,37.5,70,0.4,15,65,0.75,25,5.4,1500,54.3,40.2,0,0,2.3,0.9,40,40,106.66,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,spiegel,canadian,37.5,43,0.233,14,80,1.25,20,6.25,?,52.1,41.7,0,0,3,1.5,33,40,106.66,100,noband.
no,yes,benton,coated,coated,no,line,no,tabloid,?,30,54,0.233,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,0,2.3,0.8,35,35,106.9,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,35.4,4,0,2.5,1,50,40,96.97,100,band.
no,yes,?,coated,coated,no,line,yes,tabloid,canadian,30,50,0.2,15.6,84,1,?,0,2400,58.8,41.2,4,0,2.5,0.9,33,35,96.8,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,40,49,0.3,17,75,0.625,30,0,1600,58.8,41.2,0,0,2.5,0.65,33,40,109.6,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,45,69,0.267,15.6,72,0.75,21,5.6,2426,55.6,38.9,0,0,2.85,1.1,30,40,103.22,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,45,42,0.4,14.8,72,0.625,20,0,1800,58.8,41.2,0,0,2.5,0.9,34,40,106.25,100,noband.
no,no,benton,coated,coated,no,line,yes,tabloid,canadian,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,46.8,0,0,0,0,30,40,100,100,band.
?,?,?,uncoated,coated,no,?,yes,spiegel,?,50,66,0.3,14.8,80,0.625,30,?,1840,?,?,?,?,2.5,1,?,40,100,100,band.
yes,yes,?,uncoated,uncoated,no,line,no,tabloid,northus,47.5,49,0.433,14.5,88,0.625,25,34.5,2000,43.5,22,0,0,2.5,0.7,40,40,96.97,90,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,40,62,0.267,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,40,106.45,100,noband.
no,yes,benton,uncoated,coated,no,line,no,tabloid,canadian,40,48,0.3,15,82,1,35,0,1720,59.3,40.7,0,0,1.5,1.5,32,33,100,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,40,56,0.333,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,35,100,100,noband.
no,no,benton,coated,coated,yes,line,yes,tabloid,canadian,50,48,0.333,15.8,70,?,30,0,1900,58.8,41.2,5,0,2.5,1.2,30,33,100,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,65,42,0.2,17,80,1,22,15,2250,50,35,1,0,2.5,1,40,40,100,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,scandanavian,40,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,40,103.22,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,30,54,0.5,13.6,70,0.8125,30,0,2000,58.8,41.2,0,0,2.3,0.9,30,35,100,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,southus,40,39,0.2,15,79,0.75,20,11.8,2000,49,39.2,0,0,2.5,1,40,40,103.22,100,noband.
?,?,?,super,coated,?,?,?,tabloid,?,?,?,0.300,16.5,70,1,34,?,1903,?,?,?,?,2.7,2.8,?,40,108,100,band.
no,no,benton,coated,coated,no,line,yes,tabloid,northus,50,48,0.233,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,33,100,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,30,?,0.3,17,78,0.8125,30,0,1700,58.8,41.2,0,0,2.5,1.2,30,40,106.25,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,35,39,0.2,16.2,84,1,30,0,2100,62.5,37.5,4,0,2,0.9,30,40,94.117,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,scandanavian,47.5,68,0.35,16,80,0.75,30,0,2250,52.1,47.9,0,0,1.5,0.75,35,40,106.45,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,50,61,0.333,13.1,70,0.75,25,21.7,2100,41.7,36.6,5,0,2.5,0.8,30,35,105.2,100,noband.
no,?,?,uncoated,coated,no,?,no,?,?,45,36,?,14,76,0.625,20,?,1700,?,?,?,?,2,0.9,?,40,100,100,band.
no,?,?,coated,coated,no,?,yes,tabloid,?,35,42,0.2,15,78,0.5625,40,?,1750,?,?,?,?,2.3,1,?,40,103,100,band.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,50,43,0.267,16,75,1,20,15.8,1600,49.5,34.7,0,0,2.5,1,38,40,103.22,100,noband.
no,no,benton,coated,coated,no,line,no,tabloid,canadian,47,67,0.4,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,40,103.125,100,noband.
?,?,?,super,uncoated,no,?,yes,spiegel,?,?,50,0.333,15.7,82,?,30,?,1850,?,?,?,?,?,?,?,40,103.22,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,30,54,0.167,14.6,70,0.8125,30,0,2000,58.8,41.2,0,0,1.5,0.6,30,35,106.9,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,40,100,100,band.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,65,43,0.2,16,78,0.75,30,12,2100,46.3,41.7,0,0,2,1,40,40,100,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,40,103.22,100,noband.
?,?,?,super,uncoated,no,?,yes,spiegel,?,?,60,0.300,15,82,0.5,22,?,1800,?,?,?,?,2.5,1,?,40,96.8,100,band.
no,yes,benton,coated,coated,no,line,no,tabloid,?,40,47,0.333,17,78,0.75,35,0,2400,58.8,41.2,4,0,2.5,1,30,40,100,100,band.
?,?,?,super,uncoated,no,?,yes,spiegel,?,?,56,0.300,14.1,82,0.625,40,?,1800,?,?,?,?,2.5,0.9,?,40,96.9,100,band.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,55,40,0.3,15.1,69,0.625,20,19.5,1450,44.2,36.3,0,0,2.5,0.9,34,40,106.45,100,noband.
no,yes,benton,coated,coated,no,line,?,spiegel,canadian,32.5,54,0.5,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,35,103.2,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,47.5,54,0.3,14,65,0.625,25,16.1,1500,44.6,39.3,4,0,2.5,1,34,40,114.29,100,band.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,57.5,51,0.267,15.6,81,0.75,25,9.8,1850,49,41.2,0,0,2.7,0.6,34,30,100,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,44.4,12,0,1.5,1.5,30,40,103.22,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,40,47,0.2,15,75,0.75,25,0,2100,61.1,38.9,0,0,2.4,1.1,33,40,96.9,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,50,42,0.2,17,73,0.4375,20,18.5,1800,46.3,35.1,2,0,2.5,1,34,40,100,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,50,43,0.3,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,40,103.22,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,northus,40,54,0.4,15.2,88,0.875,?,5.9,2300,49.5,44.6,8,0,2.5,1,33,35,111.1,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,?,45,45,?,15.1,75,0.625,20,15,1750,50,35,0,0,1.6,0.9,34,40,103.22,100,noband.
no,no,benton,coated,coated,no,line,yes,tabloid,canadian,35,56,0.2,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,40,100,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,45,41,0.2,15,78,0.75,20,14.6,1800,48.5,36.9,0,0,2.5,1,34,40,100,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,?,37.5,59,0.233,16,75,0.75,20,4.3,?,54.3,41.3,0,0,2.5,1.5,33,40,106.45,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,?,40,44,0.2,14,69,0.625,20,8.5,1510,53.2,38.3,2,0,2.5,0.9,34,40,110,100,noband.
?,yes,benton,uncoated,uncoated,no,line,yes,tabloid,southus,?,48,0.233,14,80,0.75,30,0,2000,62.5,37.5,0,0,?,?,40,40,109.67,100,band.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,45,47,0.2,14,80,0.75,20,18.0,1800,45,37,0,0,2.5,0.8,40,40,96.9,100,noband.
no,?,benton,uncoated,coated,no,line,yes,tabloid,scandanavian,45,41,0.333,15.8,78,1,40,0,2300,62.5,37.5,4,0,2.5,1.4,35,40,100,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,?,42.5,41,0.2,14,80,0.625,20,7.4,1750,53.2,39.4,0,0,2.1,0.9,35,40,96.97,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,45,45,?,14.7,75,0.625,30,15,1734,50,35,2,0,1.5,0.6,34,40,103.22,100,band.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,?,50,59,0.333,14.5,71,0.625,20,11.1,1650,55.5,33.3,0,0,2.5,1,40,?,?,100,band.
no,yes,benton,uncoated,coated,no,line,yes,spiegel,northus,45,42,0.2,14,75,1,20,11.2,1800,51,37.8,8,0,2.5,1,35,40,100,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,southus,40,39,0.233,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,40,103.22,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,northus,40,54,0.333,14.7,90,0.875,?,0,2300,52.6,47.4,4,0,3,1.1,33,35,111.1,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,55,53,0.3,14.2,72,0.625,25,22.7,1750,45.5,31.8,1,0,2.4,0.9,34,40,103.125,100,band.
no,?,benton,uncoated,coated,no,line,yes,tabloid,scandanavian,45,41,0.2,14.6,74,1,32,21,2300,47.6,31.4,4,0,2.5,1.1,35,40,96.77,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,30,58,0.467,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,35,100,100,noband.
no,no,benton,coated,coated,no,line,no,tabloid,canadian,42.5,48,0.2,15,76,0.875,30,3.6,2050,60.2,36.2,0,0,2.5,1,30,40,93.55,90,noband.
?,?,?,super,uncoated,?,?,?,tabloid,?,?,46,0.267,16.4,76,1,34,?,1903,?,?,?,?,1.5,2.3,?,40,108,100,band.
no,yes,benton,coated,coated,no,line,yes,spiegel,canadian,40,41,0.2,15.8,72,1,30,0,2000,62.5,37.5,0,0,2.5,1,30,40,107.4,100,band.
no,yes,benton,uncoated,coated,no,line,no,tabloid,canadian,40,48,0.333,15,75,1,30,0,1720,61.7,38.3,0,0,2.5,3,33,33,103.2,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,45,69,0.267,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,40,103.22,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,65,42,0.233,17.5,100,1.125,25,17.5,2250,48.5,34,0,0,2.5,1,40,40,100,100,noband.
?,?,?,super,uncoated,?,?,yes,tabloid,?,?,54,0.267,15.5,80,0.75,40,?,2000,?,?,?,?,1.8,1.3,?,40,107.14,?,band.
no,?,?,uncoated,uncoated,no,?,yes,tabloid,?,40,57,0.3,16,86,0.8125,30,?,1700,?,?,?,?,2.5,1,?,40,102.94,100,band.
?,yes,benton,uncoated,uncoated,no,line,no,tabloid,southus,?,40,0.267,16.4,72,1,26,0,2000,62.5,37.5,0,0,2.5,1,40,40,106.45,100,band.
no,?,?,coated,coated,no,?,yes,tabloid,?,40,52,?,13.5,85,0.75,30,?,1900,?,?,?,?,0,0,?,40,94.4,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,40,103.125,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,scandanavian,45,42,0.2,14,70,1,20,8,1850,57.5,34.5,0,0,2,0.7,35,40,107.4,100,band.
no,yes,benton,coated,coated,no,line,no,tabloid,canadian,40,64,0.2,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,40,106.45,100,noband.
no,yes,benton,coated,coated,no,line,?,tabloid,canadian,50,58,0.333,15.5,75,0.8125,24,0,2200,58.8,41.2,0,0,1.5,0.6,30,42,100,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,30,52,0.333,16.5,80,0.625,40,0,1800,58.1,41.9,1,0,2.5,0.4,35,40,107.4,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,50,41,0.2,15.7,80,1,43,0,1800,62.5,37.5,1,0,2.5,1.5,30,40,106.45,100,noband.
?,?,?,uncoated,uncoated,?,?,no,tabloid,?,?,?,?,16,83,?,28,?,2400,?,?,?,?,2.5,1.0,?,40,112.5,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,25,38,0.2,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,40,103.12,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,40,110,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,55,37,0.267,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,40,109.67,100,noband.
?,?,?,super,uncoated,?,?,yes,tabloid,?,?,54,0.300,16.5,88,0.75,25,?,1850,?,?,?,?,3.0,2.0,?,40,107.14,95,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,50,61,0.267,14.2,88,1,29,0,2350,52.6,47.4,?,0,2.5,1.1,30,40,93.75,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,45,58,0.2,15,72,0.625,25,10.5,2100,52.6,36.8,5,0,2.5,0.8,33,40,103.125,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,?,42,58,0.233,16,78,0.5,25,0,1800,58.8,41.2,5,0,2.5,1,34,40,103.125,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,northus,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,40,103.12,100,noband.
no,yes,benton,coated,coated,no,line,no,spiegel,canadian,40,41,0.233,14,79,0.75,20,0,1530,61.7,38.3,5,0,3.1,1.8,33,33,96.9,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,no,tabloid,northus,42,44,0.3,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,40,110,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,65,50,0.2,15.1,75,0.625,20,19,1800,47.6,33.4,0,0,2.7,0.6,34,40,110.71,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,40,100,100,noband.
no,no,benton,coated,coated,no,line,yes,tabloid,canadian,30,54,0.333,16.3,80,0.8125,30,0,2100,60,40,3,0,2.5,1.2,30,40,114.29,100,noband.
no,yes,benton,coated,coated,no,line,no,tabloid,canadian,35,42,?,15,75,0.75,30,0,2100,58.8,41.2,0,0,2,0.8,30,40,107.4,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,30,58,0.467,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,35,100,100,noband.
no,yes,benton,coated,coated,no,line,yes,tabloid,?,35,59,0.2,16.1,82,?,28,0,2500,58.8,41.2,0,0,2.5,1.3,30,40,100,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,?,42.5,41,0.3,14,70,0.625,20,2.3,1750,57.5,40,4,0,2.5,0.7,35,40,96.97,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,canadian,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,40,103.125,100,band.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,southus,40,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,40,100,100,band.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,?,45,55,0.3,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,45,93.75,100,noband.
no,yes,?,coated,coated,no,line,yes,tabloid,canadian,30,50,0.333,15.8,92,1,?,0,2400,58.5,41.2,2,0,3,1.4,33,35,96.8,100,noband.
yes,yes,benton,uncoated,uncoated,no,line,yes,tabloid,northus,50,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,36.8,2,0,2.4,0.8,28,40,96.97,100,band.
no,yes,benton,coated,coated,no,line,yes,tabloid,canadian,45,54,0.2,15,80,0.8125,20,0,2000,58.8,41.2,0,0,1.5,0.6,33,35,111.1,100,noband.
no,yes,benton,uncoated,coated,no,line,yes,tabloid,?,40,43,0.35,16.1,70,0.625,20,11.1,2000,55.6,33.3,4,0,1.8,0.9,35,40,103.22,100,noband.
